"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"22480",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2169,6,NA,"C1","608 WEST 191 STREET                      ","            ",10040,24,0,24," 5,000 "," 19,825 ",1914,2,"C1"," 7,350,000 ","12/23/2015",7350000,19825,5000,0
"22481",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2170,500,NA,"C1","85 FAIRVIEW                              ","            ",10040,24,0,24," 4,925 "," 15,141 ",1928,2,"C1"," 4,900,000 ","7/7/2016",4900000,15141,4925,0
"22483",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2170,506,NA,"C1","1 BROADWAY TERRACE                       ","            ",10040,16,0,16," 3,500 "," 9,728 ",1928,2,"C1"," 2,600,000 ","9/10/2015",2600000,9728,3500,0
"22484",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,12,NA,"C7","25 SHERMAN AVENUE                        ","            ",10040,43,4,47," 8,750 "," 39,176 ",1926,2,"C7"," 11,450,000 ","5/17/2016",11450000,39176,8750,0
"22485",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,131,NA,"C1","30 SICKLES STREET                        ","            ",10040,52,0,52," 13,500 "," 42,300 ",1925,2,"C1"," 11,316,010 ","6/3/2016",11316010,42300,13500,0
"22486",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,154,NA,"C1","37 SICKLES STREET                        ","            ",10040,98,0,98," 22,500 "," 71,475 ",1920,2,"C1"," 23,914,461 ","6/3/2016",23914461,71475,22500,0
"22487",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,175,NA,"C1","24 ARDEN STREET                          ","            ",10040,67,0,67," 19,250 "," 58,030 ",1920,2,"C1"," 12,097,222 ","3/29/2016",12097222,58030,19250,0
"22489",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2174,224,NA,"C1","14 THAYER STREET                         ","            ",10040,42,0,42," 9,000 "," 31,665 ",1926,2,"C1"," 19,700,000 ","8/24/2016",19700000,31665,9000,0
"22490",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2175,202,NA,"C1","95 THAYER STREET                         ","            ",10040,47,0,47," 10,088 "," 35,625 ",1920,2,"C1"," 10,573,874 ","6/3/2016",10573874,35625,10088,0
"22491",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2176,149,NA,"C1","711 WEST 180 STREET                      ","            ",10033,20,0,20," 5,500 "," 19,220 ",1909,2,"C1"," 5,200,000 ","12/16/2015",5200000,19220,5500,0
"22492",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2164,38,NA,"D7","4300-4306 BROADWAY                       ","            ",10033,54,1,55," 10,450 "," 52,598 ",1955,2,"D7"," 21,600,000 ","2/2/2016",21600000,52598,10450,0
"22494",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2167,24,NA,"D7","220 WADSWORTH AVENUE                     ","            ",10033,52,2,54," 12,530 "," 56,652 ",1909,2,"D7"," 15,600,000 ","8/15/2016",15600000,56652,12530,0
"22495",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2169,29,NA,"D7","1631 ST. NICHOLAS AVE                    ","            ",10040,38,5,43," 10,000 "," 47,463 ",1930,2,"D7"," 15,500,000 ","5/4/2016",15500000,47463,10000,0
"22497",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2169,34,NA,"D7","1621 ST. NICHOLAS AVE                    ","            ",10040,38,5,43," 10,000 "," 47,463 ",1920,2,"D7"," 14,500,000 ","5/4/2016",14500000,47463,10000,0
"22499",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2170,16,NA,"D1","658-666 WEST 188 STREET                  ","            ",10040,88,0,88," 24,476 "," 98,124 ",1920,2,"D1"," 23,100,000 ","9/17/2015",23100000,98124,24476,0
"22500",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2170,370,NA,"D1","45 WADSWORTH TERRACE                     ","            ",10040,50,0,50," 12,500 "," 48,083 ",1929,2,"D1"," 10,000,000 ","9/2/2015",1e+07,48083,12500,0
"22501",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2176,54,NA,"D7","4221 BROADWAY                            ","            ",10033,50,7,57," 14,575 "," 67,838 ",1920,2,"D7"," 27,200,000 ","5/4/2016",27200000,67838,14575,0
"22503",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2177,8,NA,"D1","2 PINEHURST AVENUE                       ","            ",10033,54,0,54," 11,800 "," 55,548 ",1910,2,"D1"," 14,500,000 ","10/21/2015",14500000,55548,11800,0
"22504",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2177,39,NA,"D1","12 PINEHURST AVENUE                      ","            ",10033,61,0,61," 11,700 "," 53,874 ",1920,2,"D1"," 16,500,000 ","10/21/2015",16500000,53874,11700,0
"22505",1,"WASHINGTON HEIGHTS UPPER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2177,163,NA,"D1","854 WEST 180 STREET                      ","            ",10033,48,0,48," 10,000 "," 46,530 ",1910,2,"D1"," 16,800,000 ","3/22/2016",16800000,46530,10000,0
"22758",1,"WASHINGTON HEIGHTS UPPER ","11A CONDO-RENTALS                           ","2",2179,1102,NA,"RR","92 PINEHURST AVENUE                      ","RES         ",10033,72,0,72," 15,775 "," 72,986 ",1928,2,"RR"," 25,550,000 ","2/1/2016",25550000,72986,15775,0
"22797",1,"WASHINGTON HEIGHTS UPPER ","14  RENTALS - 4-10 UNIT                     ","2A",2163,28,NA,"S9","4230 BROADWAY                            ","            ",10033,4,2,6," 2,117 "," 5,457 ",1908,2,"S9"," 3,500,000 ","11/12/2015",3500000,5457,2117,0
